CODMEC;ANO;DEP;NOME;SETEDU;DISTRITO07;SUBPREF;CORED;ZONA;EFABAND9ANOS1S;EFABAND9ANOS2S;EFABAND9ANOS3S;EFABAND9ANOS4S;EFABAND9ANOS5S;EFABAND9ANOS6S;EFABAND9ANOS7S;EFABAND9ANOS8S;EFABAND9ANOS9S;EFABAND1S;EFABAND2S;EFABAND3S;EFABAND4S;EFABAND5S;EFABAND6S;EFABAND7S;EFABAND8S;TOTALEF_ABAND;EFAPROV9ANOS1S;EFAPROV9ANOS2S;EFAPROV9ANOS3S;EFAPROV9ANOS4S;EFAPROV9ANOS5S;EFAPROV9ANOS6S;EFAPROV9ANOS7S;EFAPROV9ANOS8S;EFAPROV9ANOS9S;EFAPROV1S;EFAPROV2S;EFAPROV3S;EFAPROV4S;EFAPROV5S;EFAPROV6S;EFAPROV7S;EFAPROV8S;TOTALEF_APROV;EFREPROV9ANOS1S;EFREPROV9ANOS2S;EFREPROV9ANOS3S;EFREPROV9ANOS4S;EFREPROV9ANOS5S;EFREPROV9ANOS6S;EFREPROV9ANOS7S;EFREPROV9ANOS8S;EFREPROV9ANOS9S;EFREPROV1S;EFREPROV2S;EFREPROV3S;EFREPROV4S;EFREPROV5S;EFREPROV6S;EFREPROV7S;EFREPROV8S;TOTALEF_REPROV;CONCLUINTES_EF;EMABAND1S;EMABAND2S;EMABAND3S;EMABAND4S;TOTAL_EM_ABAND;EMREPROV1S;EMREPROV2S;EMREPROV3S;EMREPROV4S;TOTAL_EM_REPROV;EMAPROV1S;EMAPROV2S;EMAPROV3S;EMAPROV4S;TOTAL_EM_APROV;CONCLUINTES_EM;CONCLUINTES_EJA;EPAPROV;EPREPROV;EPABAND;EJAIABAND;EJAIAPROV;EJAIREPROV;EJAITOTAL;EJAIIABAND;EJAIIAPROV;EJAIIREPROV;EJAIITOTAL;EJATOTAL
35053659;2016;MUNICIPAL;JOSE MARIA PINTO DUARTE, TTE.;6002;PERDIZES;LAPA;PIRITUBA;OESTE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;64;51;49;55;40;64;55;0;65;0;0;0;0;0;0;0;0;443;2;1;10;1;0;9;7;0;1;0;0;0;0;0;0;0;0;31;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35054159;2016;MUNICIPAL;JOSE MARIA LISBOA;2702;CURSINO;IPIRANGA;IPIRANGA;SUL;0;0;1;0;1;1;1;0;3;0;0;0;0;0;0;0;0;7;77;60;87;82;83;92;59;0;54;0;0;0;0;0;0;0;0;594;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;7;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35054677;2016;MUNICIPAL;JOSE FERRAZ DE CAMPOS, PROF.;4001;JAGUARA;LAPA;PIRITUBA;OESTE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;73;60;56;63;76;42;88;20;62;0;0;0;0;0;0;0;0;540;0;0;20;0;2;23;9;0;13;0;0;0;0;0;0;0;0;67;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;2;9;18;29;11;73;33;117;146
35002276;2016;MUNICIPAL;JOSE LA TORRE, PROF.;5505;PARELHEIROS;PARELHEIROS;CAPELA DO SOCORRO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35239240;2016;MUNICIPAL;JOSE FERREIRA KEFFER, VER.;2309;CIDADE DUTRA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35207697;2016;MUNICIPAL;JOSE JOAQUIM DA SILVA;8905;VILA MARIA;VILA MARIA/VILA GUILHERME;JACANA/TREMEMBE;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35098772;2016;MUNICIPAL;JOSE HONORIO RODRIGUES;8404;VILA CURUCA;ITAIM PAULISTA;SAO MIGUEL;LESTE;0;0;0;0;2;3;2;0;2;0;0;0;0;0;0;0;0;9;54;54;67;58;64;65;66;0;59;0;0;0;0;0;0;0;0;487;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35354715;2016;MUNICIPAL;JOSE HERMINIO RODRIGUES, CEL. PM;1106;BRASILANDIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;1;0;6;6;0;0;0;0;0;0;0;0;13;87;96;98;96;90;123;120;49;135;0;0;0;0;0;0;0;0;894;0;0;0;0;1;7;5;5;0;0;0;0;0;0;0;0;0;18;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238600;2016;MUNICIPAL;JOSE GOMES DE MORAES NETTO, VER.;2704;CURSINO;IPIRANGA;IPIRANGA;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35052814;2016;MUNICIPAL;JOSE GASPAR, D.;2406;CIDADE LIDER;ITAQUERA;ITAQUERA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35238958;2016;MUNICIPAL;JOSE OLIVEIRA ALMEIDA DINIZ, VER.;1903;CAPAO REDONDO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35055323;2016;MUNICIPAL;JOSE LINS DO REGO;7308;SAO MATEUS;SAO MATEUS;SAO MATEUS;LESTE;0;1;0;3;1;1;0;2;3;0;0;0;0;0;0;0;0;11;53;65;95;83;84;86;80;30;76;0;0;0;0;0;0;0;0;652;0;0;2;0;0;3;3;2;4;0;0;0;0;0;0;0;0;14;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35271135;2016;MUNICIPAL;LUIS BIRAGHI, MONSENHOR;5702;PARQUE DO CARMO;ITAQUERA;ITAQUERA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35055517;2016;MUNICIPAL;LUIZ DAVID SOBRINHO, PROF.;4207;JARAGUA;PIRITUBA;PIRITUBA;OESTE;1;0;0;4;0;2;4;0;0;0;0;0;0;0;0;0;0;11;99;74;79;104;92;108;79;46;105;0;0;0;0;0;0;0;0;786;5;2;12;1;2;7;1;3;5;0;0;0;0;0;0;0;0;38;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35087658;2016;MUNICIPAL;LUIZ DA CAMARA CASCUDO;1705;CAMPO LIMPO;CAMPO LIMPO;CAMPO LIMPO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35053648;2016;MUNICIPAL;LUIS WASHINGTON VITA;6404;PONTE RASA;ERMELINO MATARAZZO;PENHA;LESTE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;52;49;86;71;56;71;70;0;75;0;0;0;0;0;0;0;0;530;0;1;0;1;5;11;12;0;13;0;0;0;0;0;0;0;0;43;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;48;27;75;75
35085583;2016;MUNICIPAL;LUIS TRAVASSOS;2307;CIDADE DUTRA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35055608;2016;MUNICIPAL;LUIS SAIA, ARQ.;7405;SAO MIGUEL;SAO MIGUEL;SAO MIGUEL;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;87;78;98;108;108;119;68;139;0;0;0;0;0;0;0;0;895;0;1;7;2;0;1;2;0;1;0;0;0;0;0;0;0;0;14;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;24;39;8;71;95;105;48;248;319
35087117;2016;MUNICIPAL;LUCAS NOGUEIRA GARCEZ, GOV.;1106;BRASILANDIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35068731;2016;MUNICIPAL;LUIS CARLOS PRESTES, SEN.;2501;CIDADE TIRADENTES;CIDADE TIRADENTES;GUAIANASES;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;63;92;94;114;72;17;67;0;0;0;0;0;0;0;0;606;1;0;0;1;2;16;5;2;1;0;0;0;0;0;0;0;0;28;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;10;32;42;4;56;61;121;163
35249816;2016;MUNICIPAL;LUIZ GONZAGA DO NASCIMENTO - GONZAGAO;5507;PARELHEIROS;PARELHEIROS;CAPELA DO SOCORRO;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35051780;2016;MUNICIPAL;LUCY GARCIA SALGADO, PROFA.;3202;MOEMA;VILA MARIANA;IPIRANGA;SUL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35207846;2016;MUNICIPAL;LUCILIA DE ANDRADE FERREIRA, PROFA.;2502;CIDADE TIRADENTES;CIDADE TIRADENTES;GUAIANASES;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35079042;2016;MUNICIPAL;LUCIE BRAY, ME;3904;JACANA;JACANA/TREMEMBE;JACANA/TREMEMBE;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;3;6;7;7;0;12;0;0;0;0;0;0;0;0;47;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35052115;2016;MUNICIPAL;JOSE RUBENS PERES FERNANDES, PROF.;1801;CANGAIBA;PENHA;PENHA;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35271032;2016;MUNICIPAL;JOSUE DE CASTRO, PROF;4001;JAGUARA;LAPA;PIRITUBA;OESTE;0;1;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0;7;84;76;66;61;53;69;62;19;76;0;0;0;0;0;0;0;0;566;2;0;8;0;0;14;4;1;6;0;0;0;0;0;0;0;0;35;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35282285;2016;MUNICIPAL;JOSE ROBSON COSTA DE ARAUJO, BOMBEIRO;2907;FREGUESIA DO O;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35074718;2016;MUNICIPAL;JOSE ROBERTO DE CASTRO RIBEIRO, PROF.;2506;CIDADE TIRADENTES;CIDADE TIRADENTES;GUAIANASES;LESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35223232;2016;MUNICIPAL;JOSE QUERINO RIBEIRO;2403;CIDADE LIDER;ITAQUERA;ITAQUERA;LESTE;0;1;0;0;2;3;1;0;4;0;0;0;0;0;0;0;0;11;59;117;91;92;128;56;95;0;112;0;0;0;0;0;0;0;0;750;0;0;11;0;0;6;3;0;13;0;0;0;0;0;0;0;0;33;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35271248;2016;MUNICIPAL;JOSE PEGORARO, PE.;3009;GRAJAU;CAPELA DO SOCORRO;CAPELA DO SOCORRO;SUL;0;0;0;0;0;1;3;4;6;0;0;0;0;0;0;0;0;14;122;148;105;48;70;77;70;26;108;0;0;0;0;0;0;0;0;774;0;0;19;0;1;12;8;2;8;0;0;0;0;0;0;0;0;50;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35094785;2016;MUNICIPAL;JOSE PEDRO LEITE CORDEIRO, DR.;3610;ITAIM PAULISTA;ITAIM PAULISTA;SAO MIGUEL;LESTE;0;1;0;1;0;1;3;1;10;0;0;0;0;0;0;0;0;17;138;136;94;134;132;135;126;40;114;0;0;0;0;0;0;0;0;1049;0;2;7;0;4;6;8;7;2;0;0;0;0;0;0;0;0;36;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;25;113;63;201;201
35238533;2016;MUNICIPAL;JOSE OZI, PROF.;6705;RIO PEQUENO;BUTANTA;BUTANTA;OESTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
